WORD,A,ADV,C,D,N,P,PRO,V,TOTAL
29-5,1,0,0,0,0,0,0,0,1
word,0,0,0,0,274,0,0,0,274
offered,0,0,0,0,0,0,0,83,83
pointed,2,0,0,0,0,0,0,72,74
last,0,32,0,0,8,613,0,23,676
november,0,0,0,0,74,0,0,0,74
rejected,0,0,0,0,0,0,0,33,33
constitutional,25,0,0,0,0,0,0,0,25
amendment,0,0,0,0,23,0,0,0,23
allow,0,0,0,0,0,0,0,72,72
pay,0,0,0,0,39,0,0,133,172
raises,0,0,0,0,3,0,0,13,16
sessions,0,0,0,0,26,0,0,0,26
veteran,8,0,0,0,19,0,0,0,27
jackson,0,0,0,0,36,0,0,0,36
legislator,0,0,0,0,7,0,0,0,7
aid,0,0,0,0,112,0,0,22,134
education,0,0,0,0,214,0,0,0,214
something,0,0,0,0,0,0,450,0,450
consistently,0,19,0,0,0,0,0,0,19
opposed,0,0,0,0,0,0,0,41,41
past,28,8,0,0,100,145,0,0,281
mac,0,0,0,0,1,0,0,0,1
barber,0,0,0,0,8,0,0,0,8
commerce,0,0,0,0,58,0,0,0,58
asking,0,0,0,0,0,0,0,67,67
endorse,0,0,0,0,0,0,0,6,6
increased,0,0,0,0,0,0,0,146,146
support,0,0,0,0,126,0,0,54,180
provided,0,0,0,0,0,0,0,132,132
expended,0,0,0,0,0,0,0,12,12
13th,6,0,0,0,0,0,0,0,6
members,0,0,0,0,325,0,0,0,325
congressional,22,0,0,0,0,0,0,0,22
delegation,0,0,0,0,11,0,0,0,11
washington,0,0,0,0,206,0,0,0,206
like,36,0,1012,0,0,33,0,211,1292
see,0,0,0,0,0,0,0,771,771
congressmen,0,0,0,0,10,0,0,0,10
specifically,0,38,0,0,0,0,0,0,38
him,0,0,0,0,0,0,2619,0,2619
tossed,0,0,0,0,0,0,0,31,31
hopper,0,0,0,0,2,0,0,0,2
formally,0,18,0,0,0,0,0,0,18
read,0,0,0,0,2,0,0,172,174
event,0,0,0,0,81,0,0,0,81
congress,0,0,0,0,152,0,0,0,152
does,0,0,0,0,0,0,0,485,485
board,0,0,0,0,234,0,0,5,239
directed,0,0,0,0,0,0,0,68,68
give,0,0,0,0,2,0,0,387,389
teacher,0,0,0,0,80,0,0,0,80
colquitt,0,0,0,0,2,0,0,0,2
long,540,200,0,0,9,0,0,3,752
hot,130,0,0,0,0,0,0,0,130
controversy,0,0,0,0,26,0,0,0,26
miller,0,0,0,0,22,0,0,0,22
school,0,0,0,0,489,0,0,4,493
superintendent,0,0,0,0,17,0,0,0,17
policeman,0,0,0,0,19,0,0,0,19
put,0,0,0,0,0,0,0,437,437
coolest,4,0,0,0,0,0,0,0,4
i,0,0,0,0,9,0,5155,0,5164
ever,0,344,0,0,0,0,0,0,344
saw,0,0,0,0,5,0,0,347,352
harry,0,0,0,0,34,0,0,1,35
davis,0,0,0,0,27,0,0,0,27
agriculture,0,0,0,0,23,0,0,0,23
defeated,0,0,0,0,0,0,0,15,15
felix,0,0,0,0,30,0,0,0,30
bush,0,0,0,0,14,0,0,0,14
principal,70,0,0,0,22,0,0,0,92
democratic,109,0,0,0,0,0,0,0,109
"1,119",1,0,0,0,0,0,0,0,1
votes,0,0,0,0,17,0,0,3,20
saturday's,0,0,0,0,3,0,0,0,3
got,0,0,0,0,0,0,0,482,482
402,1,0,0,0,0,0,0,0,1
ordinary,69,0,0,0,3,0,0,0,72
carey,0,0,0,0,5,0,0,0,5
armed,0,0,0,0,0,0,0,60,60
pistol,0,0,0,0,27,0,0,0,27
stood,0,0,0,0,0,0,0,212,212
polls,0,0,0,0,10,0,0,0,10
insure,0,0,0,0,0,0,0,24,24
order,0,0,0,0,359,0,0,17,376
calmest,1,0,0,0,0,0,0,0,1
tom,0,0,0,0,63,0,0,0,63
just,21,851,0,0,0,0,0,0,872
church,0,0,0,0,348,0,0,0,348
didn't,0,0,0,0,0,0,0,401,401
smell,0,0,0,0,25,0,0,9,34
drop,1,0,0,0,24,0,0,34,59
liquor,0,0,0,0,43,0,0,0,43
bit,0,0,0,0,93,0,0,8,101
trouble,0,0,0,0,130,0,0,4,134
leading,0,0,0,0,0,0,0,68,68
quiet,65,0,0,0,9,0,0,2,76
marked,1,0,0,0,0,0,0,84,85
anonymous,17,0,0,0,0,0,0,0,17
midnight,0,0,0,0,23,0,0,0,23
phone,0,0,0,0,49,0,0,5,54
calls,0,0,0,0,23,0,0,47,70
veiled,0,0,0,0,0,0,0,6,6
threats,0,0,0,0,14,0,0,0,14
violence,0,0,0,0,46,0,0,0,46
former,0,0,0,0,0,131,0,0,131
george,0,0,0,0,129,0,0,0,129
p.,1,0,0,0,57,0,0,0,58
callan,0,0,0,0,1,0,0,0,1
shot,0,0,0,0,61,0,0,52,113
himself,0,0,0,0,0,0,603,0,603
death,0,0,0,0,277,0,0,0,277
march,0,0,0,0,111,0,0,10,121
18,51,0,0,0,0,0,0,0,51
days,0,0,0,0,384,0,0,0,384
post,0,0,0,0,79,4,0,2,85
dispute,0,0,0,0,30,0,0,4,34
during,0,0,0,0,0,584,0,0,584
reportedly,0,9,0,0,0,0,0,0,9
telephone,0,0,0,0,73,0,0,3,76
too,0,833,0,0,0,0,0,0,833
subjected,0,0,0,0,0,0,0,24,24
soon,0,199,0,0,0,0,0,0,199
scheduled,0,0,0,0,0,0,0,38,38
local,279,0,0,0,9,0,0,0,288
feared,0,0,0,0,0,0,0,14,14
carry,0,0,0,0,0,0,0,88,88
gun,0,0,0,0,117,0,0,1,118
promised,0,0,0,0,0,0,0,45,45
sheriff,0,0,0,0,20,0,0,0,20
tabb,0,0,0,0,1,0,0,0,1
good,732,13,0,0,61,0,0,0,806
promise,0,0,0,0,36,0,0,9,45
everything,0,0,0,0,0,0,185,0,185
went,0,0,0,0,0,0,0,507,507
real,241,17,0,0,0,0,0,0,258
smooth,36,0,0,0,0,0,0,6,42
wasn't,0,0,0,0,0,0,0,154,154
austin,0,0,0,0,18,0,0,0,18
approval,0,0,0,0,51,0,0,0,51
price,0,0,0,0,107,0,0,1,108
daniel's,0,0,0,0,1,0,0,0,1
abandoned,0,0,0,0,0,0,0,25,25
seemed,0,0,0,0,0,0,0,333,333
certain,221,0,0,0,0,92,0,0,313
thursday,0,0,0,0,33,0,0,0,33
adamant,5,0,0,0,0,0,0,0,5
protests,0,0,0,0,8,0,0,3,11
bankers,0,0,0,0,15,0,0,0,15
daniel,0,0,0,0,14,0,0,0,14
personally,0,40,0,0,0,0,0,0,40
led,0,0,0,0,0,0,0,132,132
fight,0,0,0,0,55,0,0,43,98
measure,0,0,0,0,61,0,0,30,91
watered,0,0,0,0,0,0,0,7,7
down,1,698,0,0,2,192,0,2,895
considerably,0,44,0,0,0,0,0,0,44
rejection,0,0,0,0,11,0,0,0,11
legislatures,0,0,0,0,2,0,0,0,2
hearing,0,0,0,0,48,0,0,28,76
revenue,0,0,0,0,35,0,0,0,35
taxation,0,0,0,0,11,0,0,0,11
rules,0,0,0,0,82,0,0,3,85
automatically,0,36,0,0,0,0,0,0,36
subcommittee,0,0,0,0,5,0,0,0,5
week,0,0,0,0,275,0,0,0,275
questions,0,0,0,0,138,0,0,2,140
taunted,0,0,0,0,0,0,0,2,2
appearing,0,0,0,0,0,0,0,16,16
witnesses,0,0,0,0,21,0,0,0,21
left,68,0,0,0,74,0,0,338,480
little,317,116,0,0,1,397,0,0,831
doubt,0,0,0,0,98,0,0,16,114
recommend,0,0,0,0,0,0,0,25,25
passage,0,0,0,0,49,0,0,0,49
termed,0,0,0,0,0,0,0,15,15
extremely,0,50,0,0,0,0,0,0,50
conservative,28,0,0,0,3,0,0,0,31
estimate,0,0,0,0,30,0,0,9,39
produce,0,0,0,0,9,0,0,73,82
17,33,0,0,0,0,0,0,0,33
dollars,0,0,0,0,97,0,0,0,97
help,0,0,0,0,96,0,0,214,310
erase,0,0,0,0,0,0,0,1,1
anticipated,0,0,0,0,0,0,0,23,23
deficit,0,0,0,0,12,0,0,0,12
63,5,0,0,0,0,0,0,0,5
current,84,0,0,0,20,0,0,0,104
fiscal,120,0,0,0,0,0,0,0,120
31,38,0,0,0,0,0,0,0,38
merely,0,135,0,0,0,0,0,0,135
means,0,0,0,0,205,0,0,105,310
enforcing,0,0,0,0,0,0,0,5,5
escheat,0,0,0,0,2,0,0,0,2
books,0,0,0,0,96,0,0,0,96
republic,0,0,0,0,43,0,0,0,43
permits,0,0,0,0,2,0,0,25,27
over,3,392,0,0,0,837,0,0,1232
bank,0,0,0,0,83,0,0,0,83
accounts,0,0,0,0,29,0,0,9,38
stocks,0,0,0,0,18,0,0,0,18
personal,196,0,0,0,0,0,0,0,196
persons,0,0,0,0,121,0,0,0,121
missing,0,0,0,0,1,0,0,32,33
seven,111,0,0,0,0,0,0,0,111
bill,0,0,0,0,143,0,0,0,143
drafted,0,0,0,0,0,0,0,5,5
banks,0,0,0,0,36,0,0,1,37
insurance,0,0,0,0,46,0,0,0,46
firms,0,0,0,0,55,0,0,0,55
pipeline,0,0,0,0,6,0,0,0,6
companies,0,0,0,0,87,0,0,0,87
corporations,0,0,0,0,25,0,0,0,25
report,0,0,0,0,135,0,0,39,174
treasurer,0,0,0,0,14,0,0,0,14
enforced,0,0,0,0,0,0,0,20,20
now,0,1314,0,0,0,0,0,0,1314
because,0,171,708,0,0,0,0,0,879
almost,0,432,0,0,0,0,0,0,432
impossible,84,0,0,0,0,0,0,0,84
locate,0,0,0,0,0,0,0,16,16
declared,0,0,0,0,0,0,0,66,66
dewey,0,0,0,0,3,0,0,0,3
lawrence,0,0,0,0,39,0,0,0,39
tyler,0,0,0,0,2,0,0,0,2
lawyer,0,0,0,0,43,0,0,0,43
representing,0,0,0,0,0,0,0,30,30
sounded,0,0,0,0,0,0,0,35,35
opposition,0,0,0,0,46,0,0,0,46
keynote,0,0,0,0,1,0,0,3,4
violate,0,0,0,0,0,0,0,7,7
their,0,0,0,0,1,0,2668,0,2669
contractual,7,0,0,0,0,0,0,0,7
obligations,0,0,0,0,22,0,0,0,22
depositors,0,0,0,0,1,0,0,0,1
undermine,0,0,0,0,0,0,0,8,8
confidence,0,0,0,0,56,0,0,0,56
customers,0,0,0,0,40,0,0,0,40
if,0,0,2187,0,1,0,0,0,2188
you,0,0,0,0,0,0,3286,0,3286
destroy,0,0,0,0,0,0,0,48,48
economy,1,0,0,0,78,0,0,0,79
circulation,0,0,0,0,16,0,0,0,16
millions,0,0,0,0,49,0,0,0,49
charles,0,0,0,0,96,0,0,0,96
hughes,0,0,0,0,27,0,0,0,27
sherman,0,0,0,0,29,0,0,0,29
sponsor,0,0,0,0,15,0,0,7,22
enact,0,0,0,0,0,0,0,7,7
amount,0,0,0,0,142,0,0,30,172
gift,0,0,0,0,33,0,0,0,33
taxpayers',0,0,0,0,2,0,0,0,2
pockets,0,0,0,0,17,0,0,0,17
contention,0,0,0,0,9,0,0,0,9
denied,0,0,0,0,0,0,0,47,47
several,0,0,0,0,0,377,0,0,377
including,0,0,0,0,0,166,0,5,171
scott,0,0,0,0,16,0,0,0,16
hudson,0,0,0,0,53,0,0,0,53
gaynor,0,0,0,0,1,0,0,0,1
jones,0,0,0,0,72,0,0,0,72
houston,0,0,0,0,25,0,0,0,25
brady,0,0,0,0,1,0,0,0,1
harlingen,0,0,0,0,1,0,0,0,1
howard,0,0,0,0,32,0,0,0,32
cox,0,0,0,0,5,0,0,0,5
argued,0,0,0,0,0,0,0,29,29
probably,0,261,0,0,0,0,0,0,261
unconstitutional,2,0,0,0,0,0,0,0,2
impair,0,0,0,0,0,0,0,4,4
complained,0,0,0,0,0,0,0,22,22
enough,0,6,0,0,0,178,0,0,184
introduced,0,0,0,0,0,0,0,52,52
senators,0,0,0,0,10,0,0,0,10
unanimously,0,11,0,0,0,0,0,0,11
parkhouse,0,0,0,0,5,0,0,0,5
dallas,0,0,0,0,58,0,0,0,58
authorizing,0,0,0,0,0,0,0,5,5
schools,0,0,0,0,195,0,0,0,195
deaf,12,0,0,0,0,0,0,0,12
designed,0,0,0,0,0,0,0,108,108
special,245,0,0,0,5,0,0,0,250
schooling,0,0,0,0,3,0,0,2,5
students,0,0,0,0,213,0,0,0,213
scholastic,9,0,0,0,0,0,0,0,9
reduced,0,0,0,0,0,0,0,79,79
debate,0,0,0,0,30,0,0,2,32
authorize,0,0,0,0,0,0,0,5,5
agency,0,0,0,0,56,0,0,0,56
establish,0,0,0,0,0,0,0,58,58
county-wide,2,0,0,0,0,0,0,0,2
"300,000",6,0,0,0,0,0,0,0,6
population,0,0,0,0,136,0,0,0,136
require,0,0,0,0,0,0,0,86,86
children,0,0,0,0,355,0,0,0,355
between,0,1,0,0,0,728,0,0,729
6,93,0,0,0,0,0,0,0,93
attend,0,0,0,0,0,0,0,54,54
permitting,0,0,0,0,0,0,0,9,9
older,93,0,0,0,0,0,0,0,93
residential,45,0,0,0,0,0,0,0,45
here,0,750,0,0,0,0,0,0,750
budget,0,0,0,0,57,0,0,2,59
harris,0,0,0,0,28,0,0,0,28
bexar,0,0,0,0,1,0,0,0,1
tarrant,0,0,0,0,1,0,0,0,1
el,0,0,0,0,18,2,0,0,20
paso,0,0,0,0,11,0,0,0,11
"$451,500",0,0,0,0,1,0,0,0,1
savings,0,0,0,0,23,0,0,0,23
"$157,460",0,0,0,0,1,0,0,0,1
yearly,6,6,0,0,0,0,0,0,12
year's,0,0,0,0,43,0,0,0,43
capital,2,0,0,0,83,0,0,0,85
outlay,0,0,0,0,2,0,0,0,2
"$88,000",0,0,0,0,1,0,0,0,1
absorbed,0,0,0,0,0,0,0,24,24
tea,0,0,0,0,29,0,0,0,29
estimated,0,0,0,0,0,0,0,67,67
182,1,0,0,0,0,0,0,0,1
scholastics,0,0,0,0,1,0,0,0,1
saving,0,0,0,0,3,0,0,18,21
coming,0,0,0,0,13,0,0,161,174
live,20,0,0,0,0,0,0,157,177
get,0,0,0,0,0,0,0,749,749
hear,0,0,0,0,0,0,0,153,153
horse,0,0,0,0,117,0,0,0,117
parimutuels,0,0,0,0,1,0,0,0,1
reps.,0,0,0,0,2,0,0,0,2
v.,0,0,0,0,14,17,0,0,31
red,169,0,0,0,28,0,0,0,197
joe,0,0,0,0,55,0,0,0,55
ratcliff,0,0,0,0,3,0,0,0,3
still,24,752,0,0,3,0,0,2,781
expects,0,0,0,0,0,0,0,22,22
tell,0,0,0,0,0,0,0,268,268
folks,0,0,0,0,18,0,0,0,18
why,0,397,0,0,0,0,0,0,397
thinks,0,0,0,0,0,0,0,23,23
berry's,0,0,0,0,1,0,0,0,1
we're,0,0,0,0,0,0,61,0,61
pro,4,0,0,0,5,6,0,0,15
letters,0,0,0,0,115,0,0,0,115
con,2,0,0,0,1,4,0,0,7
betting,0,0,0,0,1,0,0,4,5
believe,0,0,0,0,0,0,0,200,200
people,0,0,0,0,845,0,0,2,847
better,238,170,0,0,0,0,0,6,414
informed,0,0,0,0,0,0,0,57,57
question,0,0,0,0,240,0,0,17,257
oppose,0,0,0,0,0,0,0,15,15
i'm,0,0,0,0,0,0,269,0,269
willing,69,0,0,0,0,0,0,0,69
stake,0,0,0,0,18,0,0,2,20
my,0,0,0,0,2,0,1314,0,1316
ex-gambler,0,0,0,0,1,0,0,0,1
san,0,0,0,0,70,0,0,0,70
antonio,0,0,0,0,6,0,0,0,6
advocacy,0,0,0,0,3,0,0,0,3
ponies,0,0,0,0,6,0,0,0,6
heard,0,0,0,0,7,0,0,240,247
option,0,0,0,0,5,0,0,0,5
proposal,0,0,0,0,41,0,0,0,41
favorable,33,0,0,0,0,0,0,0,33
although,0,0,321,0,0,0,0,0,321
faces,0,0,0,0,59,0,0,13,72
hard,139,61,0,0,2,0,0,0,202
sledding,0,0,0,0,2,0,0,0,2
later,55,342,0,0,0,0,0,0,397
finally,0,191,0,0,0,0,0,0,191
sent,0,0,0,0,0,0,0,145,145
extending,0,0,0,0,0,0,0,29,29
planning,0,0,0,0,45,0,0,84,129
cities,0,0,0,0,107,0,0,0,107
quickly,0,89,0,0,0,0,0,0,89
whipped,0,0,0,0,0,0,0,12,12
meager,6,0,0,0,0,0,0,0,6
fare,0,0,0,0,7,0,0,0,7
bills,0,0,0,0,47,0,0,0,47
committees,0,0,0,0,18,0,0,0,18
passing,0,0,0,0,6,0,0,59,65
calendar,0,0,0,0,28,0,0,0,28
validated,0,0,0,0,0,0,0,1,1
acts,0,0,0,0,28,0,0,11,39
districts,0,0,0,0,38,0,0,0,38
another,0,0,0,684,0,0,0,0,684
enlarged,0,0,0,0,0,0,0,7,7
beaumont,0,0,0,0,3,0,0,0,3
navigation,0,0,0,0,6,0,0,0,6
district,0,0,0,0,135,0,0,0,135
third,183,5,0,0,2,0,0,0,190
amended,0,0,0,0,0,0,0,14,14
creation,0,0,0,0,46,0,0,0,46
lamar,0,0,0,0,3,0,0,0,3
previously,0,58,0,0,0,0,0,0,58
adopted,0,0,0,0,0,0,0,45,45
without,0,0,0,0,0,580,0,0,580
dissent,0,0,0,0,4,0,0,1,5
a.,1,0,0,0,112,0,0,0,113
r.,0,0,0,0,61,0,0,0,61
schwartz,0,0,0,0,6,0,0,0,6
galveston,0,0,0,0,2,0,0,0,2
mentally,0,15,0,0,0,0,0,0,15
retarded,0,0,0,0,0,0,0,7,7
gulf,0,0,0,0,22,0,0,0,22
coast,0,0,0,0,61,0,0,0,61
meantime,0,3,0,0,9,0,0,0,12
accept,0,0,0,0,0,0,0,72,72
gifts,0,0,0,0,11,0,0,0,11
donations,0,0,0,0,2,0,0,0,2
site,0,0,0,0,64,0,0,0,64
revision,0,0,0,0,8,0,0,0,8
louis,0,0,0,0,73,0,0,0,73
crump,0,0,0,0,1,0,0,0,1
saba,0,0,0,0,1,0,0,0,1
"17,000",1,0,0,0,0,0,0,0,1
retailers,0,0,0,0,5,0,0,0,5
group,0,0,0,0,386,0,0,4,390
miscellaneous,10,0,0,0,0,0,0,0,10
excise,0,0,0,0,4,0,0,0,4
taxes,0,0,0,0,45,0,0,0,45
eliminating,0,0,0,0,0,0,0,15,15
requirement,0,0,0,0,27,0,0,0,27
return,2,0,0,0,104,0,0,74,180
notarized,0,0,0,0,0,0,0,1,1
instead,0,173,0,0,0,0,0,0,173
certificate,0,0,0,0,7,0,0,0,7
correctness,0,0,0,0,3,0,0,0,3
violation,0,0,0,0,17,0,0,0,17
penalty,0,0,0,0,14,0,0,0,14
plus,0,3,52,0,0,17,0,0,72
"$1,000",0,0,0,0,11,0,0,0,11
fine,149,5,0,0,6,0,0,1,161
series,0,0,0,0,130,0,0,0,130
league,0,0,0,0,69,0,0,0,69
aikin,0,0,0,0,1,0,0,0,1
paris,0,0,0,0,67,0,0,0,67
relieve,0,0,0,0,0,0,0,13,13
estate,0,0,0,0,51,0,0,0,51
brokers,0,0,0,0,4,0,0,0,4
own,750,0,0,0,0,0,0,22,772
annual,92,0,0,0,1,0,0,0,93
licensing,0,0,0,0,1,0,0,5,6
fee,0,0,0,0,16,0,0,0,16
$12,0,0,0,0,1,0,0,0,1
license,0,0,0,0,35,0,0,1,36
natural,156,0,0,0,0,0,0,0,156
gas,0,0,0,0,98,0,0,1,99
utility,0,0,0,0,29,0,0,0,29
right,224,206,0,0,183,0,0,0,613
eminent,9,0,0,0,0,0,0,0,9
domain,0,0,0,0,9,0,0,0,9
frank,18,0,0,0,50,0,0,0,68
owen,0,0,0,0,25,0,0,0,25
3,229,0,0,0,0,0,0,0,229
acquire,0,0,0,0,0,0,0,27,27
sites,0,0,0,0,16,0,0,0,16
underground,13,4,0,0,2,0,0,0,19
storage,0,0,0,0,41,0,0,0,41
reservoirs,0,0,0,0,3,0,0,0,3
marshall,0,0,0,0,27,0,0,0,27
formby,0,0,0,0,1,0,0,0,1
plainview,0,0,0,0,1,0,0,0,1
commission,0,0,0,0,103,0,0,0,103
suggested,1,0,0,0,0,0,0,104,105
fill,0,0,0,0,0,0,0,50,50
vacancies,0,0,0,0,2,0,0,0,2
need,0,0,0,0,160,0,0,200,360
costly,16,0,0,0,0,0,0,0,16
elections,0,0,0,0,51,0,0,0,51
formby's,0,0,0,0,1,0,0,0,1
appointee,0,0,0,0,2,0,0,0,2
selected,0,0,0,0,0,0,0,74,74
composed,0,0,0,0,0,0,0,40,40
lieutenant,0,0,0,0,29,0,0,0,29
chief,66,0,0,0,53,0,0,0,119
justice,0,0,0,0,114,0,0,0,114
supreme,51,0,0,0,0,0,0,0,51
representatives,0,0,0,0,41,0,0,0,41
decided,0,0,0,0,0,0,0,141,141
taking,0,0,0,0,5,0,0,170,175
poll,0,0,0,0,9,0,0,0,9
kind,17,0,0,0,296,0,0,0,313
texans,0,0,0,0,9,0,0,0,9
prefer,0,0,0,0,0,0,0,27,27
adverse,11,0,0,0,0,0,0,0,11
81,3,0,0,0,0,0,0,0,3
65,13,0,0,0,0,0,0,0,13
kept,0,0,0,0,0,0,0,186,186
affairs,0,0,0,0,84,0,0,0,84
referendum,0,0,0,0,1,0,0,0,1
april,0,0,0,0,71,0,0,0,71
4,162,0,0,0,0,0,0,0,162
u.s.,0,0,0,0,162,0,0,0,162
senator,0,0,0,0,40,0,0,0,40
wesley,0,0,0,0,2,0,0,0,2
roberts,0,0,0,0,37,0,0,0,37
seminole,0,0,0,0,1,0,0,0,1
idea,0,0,0,0,195,0,0,0,195
delay,0,0,0,0,13,0,0,8,21
kill,0,0,0,0,3,0,0,60,63
west,94,0,0,0,141,0,0,0,235
texan,1,0,0,0,4,0,0,0,5
reported,0,0,0,0,0,0,0,119,119
gotten,0,0,0,0,0,0,0,16,16
hollowell,0,0,0,0,1,0,0,0,1
feb.,0,0,0,0,20,0,0,0,20
22,46,0,0,0,0,0,0,0,46
final,146,0,0,0,1,9,0,0,156
legislative,40,0,0,0,0,0,0,0,40
two-thirds,0,1,0,0,11,0,0,0,12
majorities,0,0,0,0,3,0,0,0,3
printed,0,0,0,0,0,0,0,36,36
opponents,0,0,0,0,13,0,0,0,13
information,0,0,0,0,269,0,0,0,269
proposals,0,0,0,0,29,0,0,0,29
intelligent,26,0,0,0,0,0,0,0,26
choice,5,0,0,0,108,0,0,0,113
except,0,7,0,0,0,173,0,1,181
absent,26,0,0,0,0,0,0,2,28
paradise,0,0,0,0,12,0,0,0,12
lost,0,0,0,0,0,0,0,173,173
alleged,0,0,0,0,0,0,0,10,10
water,0,0,0,0,444,0,0,1,445
needs,0,0,0,0,93,0,0,59,152
texas',0,0,0,0,3,0,0,0,3
big,359,0,0,0,1,0,0,0,360
cotten,0,0,0,0,4,0,0,0,4
weatherford,0,0,0,0,2,0,0,0,2
insisted,0,0,0,0,0,0,0,43,43
development,0,0,0,0,334,0,0,0,334
effort,0,0,0,0,145,0,0,0,145
fort,0,0,0,0,52,0,0,3,55
cover,0,0,0,0,35,0,0,53,88
places,0,0,0,0,92,0,0,8,100
wise,33,0,0,0,3,0,0,0,36
hamlet,0,0,0,0,7,0,0,0,7
250,11,0,0,0,0,0,0,0,11
shouting,0,0,0,0,3,0,0,29,32
ended,0,0,0,0,0,0,0,60,60
114,4,0,0,0,0,0,0,0,4
sending,0,0,0,0,4,0,0,30,34
sponsored,0,0,0,0,0,0,0,30,30
"$5,000,000",0,0,0,0,3,0,0,0,3
"$15,000,000",0,0,0,0,2,0,0,0,2
maximum,67,0,0,0,12,0,0,0,79
loan,0,0,0,0,46,0,0,0,46
could,0,0,0,0,0,0,0,1598,1598
project,0,0,0,0,81,0,0,12,93
construed,0,0,0,0,0,0,0,6,6
large,354,5,0,0,2,0,0,0,361
felt,0,0,0,0,1,0,0,356,357
spent,0,0,0,0,0,0,0,104,104
providing,0,0,3,0,0,0,0,56,59
statements,0,0,0,0,68,0,0,0,68
paying,0,0,0,0,0,0,0,26,26
benefit,0,0,0,0,43,0,0,20,63
pending,9,0,0,0,0,5,0,0,14
sway,0,0,0,0,4,0,0,1,5
cotten's,0,0,0,0,1,0,0,0,1
attack,0,0,0,0,81,0,0,24,105
bill's,0,0,0,0,5,0,0,0,5
defenders,0,0,0,0,6,0,0,0,6
mostly,0,44,0,0,0,0,0,0,44
small-town,0,0,0,0,6,0,0,0,6
buchanan,0,0,0,0,2,0,0,0,2
dumas,0,0,0,0,1,0,0,0,1
eligio,0,0,0,0,1,0,0,0,1
kika,0,0,0,0,1,0,0,0,1
de,0,0,0,0,55,67,0,0,122
la,0,0,0,0,18,34,0,0,52
garza,0,0,0,0,1,0,0,0,1
mission,0,0,0,0,78,0,0,0,78
f.,0,0,0,0,59,0,0,0,59
collins,0,0,0,0,6,0,0,0,6
newton,0,0,0,0,6,0,0,0,6
chapman,0,0,0,0,6,0,0,0,6
sulphur,0,0,0,0,3,0,0,0,3
springs,0,0,0,0,20,0,0,1,21
poor,113,0,0,0,0,0,0,0,113
boy's,0,0,0,0,16,0,0,0,16
peanut,0,0,0,0,6,0,0,0,6
serving,0,0,0,0,1,0,0,37,38
reducing,0,0,0,0,0,0,0,31,31
learning,0,0,0,0,12,0,0,48,60
educational,70,0,0,0,0,0,0,0,70
methods,0,0,0,0,142,0,0,0,142
c.,0,0,0,0,93,0,0,0,93
grover,0,0,0,0,4,0,0,0,4
teaches,0,0,0,0,0,0,0,11,11
history,0,0,0,0,286,0,0,0,286
24,43,0,0,0,0,0,0,0,43
12,92,0,0,0,0,0,0,0,92
semester,0,0,0,0,10,0,0,0,10
hours,0,0,0,0,174,0,0,0,174
so-called,32,0,0,0,0,0,0,0,32
teaching,0,0,0,0,16,0,0,51,67
required,0,0,0,0,0,0,0,182,182
junior,58,0,0,0,17,0,0,0,75
senior,29,0,0,0,5,0,0,0,34
high,453,34,0,0,10,0,0,0,497
normal,133,3,0,0,0,0,0,0,136
college,0,0,0,0,267,0,0,0,267
30,111,0,0,0,0,0,0,0,111
junior-senior,1,0,0,0,0,0,0,0,1
teachers,0,0,0,0,69,0,0,0,69
least,0,17,0,0,1,325,0,0,343
credit,0,0,0,0,62,0,0,2,64
subject,39,0,0,0,121,0,0,1,161
remainder,0,0,0,0,19,0,0,0,19
4-year,2,0,0,0,0,0,0,0,2
subjects,0,0,0,0,80,0,0,1,81
person,0,0,0,0,174,0,0,0,174
master's,0,0,0,0,7,0,0,0,7
degree,0,0,0,0,125,0,0,0,125
physics,0,0,0,0,22,0,0,0,22
chemistry,0,0,0,0,16,0,0,0,16
math,0,0,0,0,4,0,0,0,4
english,109,0,0,0,86,0,0,0,195
permitted,0,0,0,0,0,0,0,57,57
teach,0,0,0,0,0,0,0,41,41
fifty-three,2,0,0,0,0,0,0,0,2
150,9,0,0,0,0,0,0,0,9
immediately,0,123,0,0,0,0,0,0,123
joined,0,0,0,0,0,0,0,56,56
co-signers,0,0,0,0,1,0,0,0,1
sp.,0,0,0,0,2,0,0,0,2
regents,0,0,0,0,2,0,0,0,2
named,0,0,0,0,0,0,0,84,84
dr.,0,0,0,0,192,0,0,0,192
clarence,0,0,0,0,8,0,0,0,8
clark,0,0,0,0,35,0,0,0,35
hays,0,0,0,0,6,0,0,0,6
kan.,0,0,0,0,3,0,0,0,3
school's,0,0,0,0,3,0,0,0,3
president,0,0,0,0,382,0,0,0,382
succeed,0,0,0,0,0,0,0,15,15
mclemore,0,0,0,0,1,0,0,0,1
retire,0,0,0,0,0,0,0,9,9
close,80,99,0,0,16,0,0,39,234
holds,0,0,0,0,3,0,0,39,42
earned,0,0,0,0,0,0,0,18,18
university,0,0,0,0,214,0,0,0,214
oklahoma,0,0,0,0,13,0,0,0,13
master,5,0,0,0,60,0,0,7,72
science,0,0,0,0,131,0,0,0,131
&,0,0,160,0,1,0,0,0,161
bachelor,0,0,0,0,6,0,0,0,6
southwestern,2,0,0,0,0,0,0,0,2
okla.,0,0,0,0,3,0,0,0,3
addition,0,0,0,0,142,0,0,0,142
rhode,0,0,0,0,105,0,0,0,105
